product_name,price,discount,date,source,,
Checked Shirt with Patch Pocket,959,29,26-11-2023,Myntra,,
Checked Shirt with Patch Pocket,959,29,27-11-2023,Myntra,,
Checked Shirt with Patch Pocket,959,29,28-11-2023,Myntra,,
Checked Shirt with Patch Pocket,959,29,29-11-2023,Myntra,,
Checked Shirt with Patch Pocket,959,29,30-11-2023,Myntra,,
Checked Shirt with Patch Pocket,959,29,01-12-2023,Myntra,,
Checked Shirt with Patch Pocket,959,29,02-12-2023,Myntra,,
Checked Shirt with Patch Pocket,879,35,03-12-2023,Myntra,,
Checked Shirt with Patch Pocket,768,43,04-12-2023,Myntra,,
Checked Shirt with Patch Pocket,720,47,05-12-2023,Myntra,,
Checked Shirt with Patch Pocket,752,45,05-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,07-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,07-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,08-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,09-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,10-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,11-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,12-12-2023,Myntra,,
Checked Shirt with Patch Pocket,688,49,13-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,14-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,15-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,16-12-2023,Myntra,,
Checked Shirt with Patch Pocket,959,29,17-12-2023,Myntra,,
Checked Shirt with Patch Pocket,879,35,18-12-2023,Myntra,,
Checked Shirt with Patch Pocket,879,35,19-12-2023,Myntra,,
Checked Shirt with Patch Pocket,879,35,20-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,21-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,22-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,23-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,24-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,25-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,26-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,27-12-2023,Myntra,,
Checked Shirt with Patch Pocket,800,41,28-12-2023,Myntra,,
Checked Shirt with Patch Pocket,720,47,29-12-2023,Myntra,,
Checked Shirt with Patch Pocket,720,47,30-12-2023,Myntra,,
Checked Shirt with Patch Pocket,720,47,31-12-2023,Myntra,,
Checked Shirt with Patch Pocket,720,47,31-12-2023,Myntra,,
Checked Shirt with Patch Pocket,720,47,01-01-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,02-01-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,03-01-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,04-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,05-01-2024,Myntra,,
Checked Shirt with Patch Pocket,640,53,06-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,06-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,07-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,08-01-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,09-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,09-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,10-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,11-01-2024,Myntra,,
Checked Shirt with Patch Pocket,640,53,12-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,12-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,13-01-2024,Myntra,,
Checked Shirt with Patch Pocket,640,53,14-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,15-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,16-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,17-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,18-01-2024,Myntra,,
Checked Shirt with Patch Pocket,800,41,19-01-2024,Myntra,,
Checked Shirt with Patch Pocket,800,41,20-01-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,22-01-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,22-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,23-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,23-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,24-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,25-01-2024,Myntra,,
Checked Shirt with Patch Pocket,640,53,26-01-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,26-01-2024,Myntra,,
Checked Shirt with Patch Pocket,800,41,27-01-2024,Myntra,,
Checked Shirt with Patch Pocket,800,41,28-01-2024,Myntra,,
Checked Shirt with Patch Pocket,688,49,29-01-2024,Myntra,,
Checked Shirt with Patch Pocket,800,41,02-02-2024,Myntra,,
Checked Shirt with Patch Pocket,688,49,06-02-2024,Myntra,,
Checked Shirt with Patch Pocket,800,41,10-02-2024,Myntra,,
Checked Shirt with Patch Pocket,688,49,16-02-2024,Myntra,,
Checked Shirt with Patch Pocket,800,41,23-02-2024,Myntra,,
Checked Shirt with Patch Pocket,831,39,26-02-2024,Myntra,,
Checked Shirt with Patch Pocket,831,39,27-02-2024,Myntra,,
Checked Shirt with Patch Pocket,800,41,29-02-2024,Myntra,,
Checked Shirt with Patch Pocket,656,52,01-03-2024,Myntra,,
Checked Shirt with Patch Pocket,688,49,01-03-2024,Myntra,,
Checked Shirt with Patch Pocket,736,46,02-03-2024,Myntra,,
Checked Shirt with Patch Pocket,688,49,05-03-2024,Myntra,,
Checked Shirt with Patch Pocket,800,41,09-03-2024,Myntra,,
Checked Shirt with Patch Pocket,688,49,16-03-2024,Myntra,,
Checked Shirt with Patch Pocket,800,41,18-03-2024,Myntra,,
Checked Shirt with Patch Pocket,688,49,21-03-2024,Myntra,,
Checked Shirt with Patch Pocket,800,41,30-03-2024,Myntra,,
Checked Shirt with Patch Pocket,1119,18,01-04-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,01-04-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,02-04-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,03-04-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,04-04-2024,Myntra,,
Checked Shirt with Patch Pocket,640,53,05-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,06-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,06-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,07-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,08-04-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,10-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,11-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,11-04-2024,Myntra,,
Checked Shirt with Patch Pocket,640,53,12-04-2024,Myntra,,
Checked Shirt with Patch Pocket,640,53,13-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,14-04-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,15-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,16-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,16-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,17-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,18-04-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,21-04-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,21-04-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,22-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,23-04-2024,Myntra,,
Checked Shirt with Patch Pocket,640,53,24-04-2024,Myntra,,
Checked Shirt with Patch Pocket,640,53,25-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,26-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,26-04-2024,Myntra,,
Checked Shirt with Patch Pocket,640,53,27-04-2024,Myntra,,
Checked Shirt with Patch Pocket,640,53,28-04-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,29-04-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,01-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,01-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,02-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,03-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,04-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,05-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,06-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,07-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,08-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,09-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,10-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,11-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,12-05-2024,Myntra,,
Checked Shirt with Patch Pocket,1599,-18,15-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,15-05-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,17-05-2024,Myntra,,
Checked Shirt with Patch Pocket,640,53,18-05-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,19-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,22-05-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,24-05-2024,Myntra,,
Checked Shirt with Patch Pocket,640,53,25-05-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,25-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,27-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,28-05-2024,Myntra,,
Checked Shirt with Patch Pocket,799,41,29-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,29-05-2024,Myntra,,
Checked Shirt with Patch Pocket,799,41,29-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,29-05-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,30-05-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,31-05-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,03-06-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,03-06-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,04-06-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,05-06-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,06-06-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,07-06-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,08-06-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,09-06-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,10-06-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,15-06-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,16-06-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,18-06-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,18-06-2024,Myntra,,
Checked Shirt with Patch Pocket,672,51,20-06-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,21-06-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,21-06-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,22-06-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,23-06-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,24-06-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,25-06-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,26-06-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,27-06-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,28-06-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,29-06-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,30-06-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,01-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,01-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,02-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,03-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,04-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,05-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,06-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,07-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,08-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,09-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,10-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,11-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,12-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,13-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,14-07-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,15-07-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,15-07-2024,Myntra,,
Checked Shirt with Patch Pocket,656,52,19-07-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,23-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,29-07-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,31-07-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,01-08-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,02-08-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,08-08-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,08-08-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,09-08-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,10-08-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,11-08-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,12-08-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,13-08-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,15-08-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,07-09-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,10-09-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,17-09-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,18-09-2024,Myntra,,
Checked Shirt with Patch Pocket,640,53,27-09-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,27-09-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,04-10-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,05-10-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,06-10-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,07-10-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,08-10-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,09-10-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,10-10-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,11-10-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,12-10-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,12-10-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,15-10-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,17-10-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,18-10-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,19-10-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,20-10-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,21-10-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,22-10-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,23-10-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,26-10-2024,Myntra,,
Checked Shirt with Patch Pocket,656,52,27-10-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,28-10-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,29-10-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,30-10-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,31-10-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,01-11-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,02-11-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,03-11-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,17-11-2024,Myntra,,
Checked Shirt with Patch Pocket,704,48,13-12-2024,Myntra,,
Checked Shirt with Patch Pocket,624,54,20-12-2024,Myntra,,
Checked Shirt with Patch Pocket,720,47,13-01-2025,Myntra,,
Checked Shirt with Patch Pocket,624,54,30-01-2025,Myntra,,
Checked Shirt with Patch Pocket,624,54,30-01-2025,Myntra,,
Checked Shirt with Patch Pocket,720,47,31-01-2025,Myntra,,
Checked Shirt with Patch Pocket,720,47,01-02-2025,Myntra,,
Checked Shirt with Patch Pocket,720,47,02-02-2025,Myntra,,
Checked Shirt with Patch Pocket,640,53,03-02-2025,Myntra,,
Checked Shirt with Patch Pocket,640,53,04-02-2025,Myntra,,
Checked Shirt with Patch Pocket,640,53,05-02-2025,Myntra,,
Checked Shirt with Patch Pocket,640,53,06-02-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,07-02-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,08-02-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,08-02-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,09-02-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,10-02-2025,Myntra,,
Checked Shirt with Patch Pocket,640,53,11-02-2025,Myntra,,
Checked Shirt with Patch Pocket,640,53,12-02-2025,Myntra,,
Checked Shirt with Patch Pocket,640,53,13-02-2025,Myntra,,
Checked Shirt with Patch Pocket,624,54,14-02-2025,Myntra,,
Checked Shirt with Patch Pocket,624,54,15-02-2025,Myntra,,
Checked Shirt with Patch Pocket,624,54,16-02-2025,Myntra,,
Checked Shirt with Patch Pocket,624,54,17-02-2025,Myntra,,
Checked Shirt with Patch Pocket,624,54,17-02-2025,Myntra,,
Checked Shirt with Patch Pocket,672,51,02-03-2025,Myntra,,
Checked Shirt with Patch Pocket,672,51,02-03-2025,Myntra,,
Checked Shirt with Patch Pocket,576,58,03-03-2025,Myntra,,
Checked Shirt with Patch Pocket,576,58,04-03-2025,Myntra,,
Checked Shirt with Patch Pocket,576,58,05-03-2025,Myntra,,
Checked Shirt with Patch Pocket,672,51,05-03-2025,Myntra,,100
Checked Shirt with Patch Pocket,672,51,06-03-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,07-03-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,08-03-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,09-03-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,10-03-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,11-03-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,12-03-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,13-03-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,14-03-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,15-03-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,16-03-2025,Myntra,,
Checked Shirt with Patch Pocket,592,56,16-03-2025,Myntra,,
