Title,Price,Shipping,Condition,Seller Info,Product Link
N/A,"$1,707.54",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/167258305074?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWR64SZQ2JP8DNY88XF&hash=item26f15f3232:g:Q5YAAOSwfABnilnQ&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1draDdQ9SZjXknz46rTot3SErw1IiOuRK%2BHc93HFMXGXi3jc15tRiZi8XROrvUfNVO%2FkQ1cEiZys6Darh%2BBcfdqhn3JbChuTxR7cEpJ0Xu4eLHXGRr5GP9OySjXU78Y6v7tx5oiOE64oEyLN95aPYwIYUQOaCzsEMO5kCTRlq5YC6Z%2F6dIUSjUZOS1oZRr8KZ%2FGxyNZX1uV%2B8RLBOi9Tai1N1sM1g7%2BhIg1RfxQ6wppQAkP9JHUTwdu8T3Wpmr14jqq1TDS0zc239FfqNvsjO6nYHiH9IbcRGrq8c6VoqjpTw%3D%3D%7Ctkp%3ABFBMxs7D_qJl
N/A,"$1,688.73",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/167258305069?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWREE3DN8ASSWSKDAKG&hash=item26f15f322d:g:I-oAAOSwjepnilkh&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1emAJ2Zb8gXlQuCfkKrcCgZdlzJxUKlPelrhtf55LJ87uiJpTgzdf%2FpcBP1H3wrP9wYz%2BacJyPaunPgP1GmPrDOUEiKfjVDYFJdVW74rQtEnB4O2qKVEJG86xOaPaNjMTpZT1noUkes35S%2FlFU3nhH%2BAdrT0TKUHf2fzEbUMNHJj%2B8XLt%2FaBZik3%2FNP2DNpkMa3CYvNLH2Kt4bMwaS8ENZgmtJklyQkTiM4vHS6ntNJavJQyb80dP8p5HbXzIfTJlYZIeFXdhPzsFyck6s8iVKFGYmc9aYgg2HmGljZpxEVMA%3D%3D%7Ctkp%3ABk9SR8bOw_6iZQ
N/A,"$1,688.73",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/156641486077?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWRA4ZVX172HSD36VHR&hash=item24788f64fd:g:naYAAOSwsOBnilkK&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cxQJD38csAV5hY0ghGb8xcgIiTdn2aB%2F40gOd7mNPzsvF6wor9BoT8BLvZrshcwkm1hHMFkM0vpKUe2HhXyJo09uBlmGJWBbUy9F8msuMWr%2F9VYz1M3Gbrb4aJpy00Pk6t175R1SNz4yq8wevnqbbrAx%2BZTn6JYuVCcCR5eMi6MXkc%2FVpMFSyBOkFYi7Jn2yRk7OYwLNXrvE3g9mDXd9M0B9sz4%2Fn3uIJak5cF4tcyGq%2FaLMMOqSSNsm3o%2Fcj%2FeUm0cIH5WmSuunLf0zUKV7TJITi%2BjxgmUT8wVBHOMTgdsQ%3D%3D%7Ctkp%3ABk9SR8bOw_6iZQ
N/A,"$1,920.40",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/167258305072?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWS4V8MZTBQGHDM4G1M&hash=item26f15f3230:g:ThcAAOSwlLJnillo&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1eB%2BNwCWSqTriGO4HW%2BrUpxryVpN4XfcfHKAh9K%2Bt4Ury4Uv5q4gSr9tD2RIrXnGCbIPLuh3LxYShxWOkFuc7cZmQNAB8o8ldFfiRBoZww59mhgydGP1nnYfXc3KSMkAVwiVM3cU4u%2F33YQ1vmlXLcnQ0dgMPpkLtpHD6sdLCyofBUI0qzn9bw5%2FbD9L6OWxDlzRe9eRovrjyaSsFY2cD%2BItnI5qIXybc9eAKuz2hmTQQe5dHnnE61QVzpiQWD4dog%3D%7Ctkp%3ABk9SR8bOw_6iZQ
N/A,"$1,872.18",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/167258305071?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWS8PCF8W8CFP9HTRPQ&hash=item26f15f322f:g:H4oAAOSwzuVnilkI&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1ex4ghOrUAHb7W3r8pHWA%2FsKqxw8h3A5rLAMJykmM4h28wHVSCHW%2FLpxDvJhkHBMr4mnCi6inhF8671wiM2u3vzCA2f%2FEYIopooltAYmzmiUTRK9pxPer3jIAuBiKUvINxa2zJZmzcMNW%2FohwmpQ8THK2mQ3rPMJ5Q4lKoXxbvKt7dsquTMuRqUmRK%2BMh0JQUKt3tbnvX8diP7rVVn5RtG%2FoM75F13f5oSDpNZR%2FmXsqRl9nJkymdp7XekPfiBe1Lw%3D%7Ctkp%3ABk9SR8bOw_6iZQ
N/A,"$1,715.77",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/156641486058?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWSCEF9A64SMVAENBV8&hash=item24788f64ea:g:w2IAAOSwPrtnilkJ&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1eys%2Bs9gIiNpwTJllRxYC6RRB4nOzsn0D8uOXfmrqdHHUS1pqt4BrST3XV5LnFgeYExVq%2BZEfxpCI7Yml0Nbm4mBGqS8bK%2BfIZPXsJY8Q1TQiif6x8Svbej6DAgDy5BpI8HcpUvwRsM%2FOTnja4xmOna80XL3p0krq3bxZp%2FK1slnGj8Y9CVtNogELxPhzA8lSNp0l6J8q2UsuwNnH9Zal3q6%2FCcjXsMoGUfR62wsUWhZJM85BVDrcMRfIupRzJ%2BsLNSvWaD6Iq%2F66pu73l%2Bm%2FDIOFqdE84qbdYIo33MvIB%2FtA%3D%3D%7Ctkp%3ABk9SR8bOw_6iZQ
N/A,"$1,880.41",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/156641486067?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWSXWYEA3XVFR0KECM0&hash=item24788f64f3:g:am0AAOSwhpBnillX&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cVSESCGOVOjzs38%2BswlTfg4ELbTTO70ah4RqSzV1sC4aBZhegeUsyDJEg8sMMPU8I9Hm6L0eLains0NFrgJmllohVLB179sdB8rdj9s3r6W%2Fv6BLnufugj54DK7dV9baCIeKJZXf7YwE33Zowdj6omK%2Fjl%2BMsbpImmurBlev3CilXG3KIsPnJZtN4uRSMQxKQnmqXQT5W74Ig2hyhDzWF0wKcHhaDQoyysKJFu7uhxI9rTC7dbVn0uNKYyh6S%2F9B8%3D%7Ctkp%3ABk9SR8bOw_6iZQ
N/A,"$3,912.81",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/156641504966?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWSEF8YCXKV0SQV327P&hash=item24788faec6:g:xFUAAOSwUZtnilyK&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dHtrBJXp%2BEmhY6K%2FqZBMaJ4QjwmlaONMcY9JjDY9AuRJFkZDMdwI7o0O55VspAYqcYyryIuCnseYYqu73tMQGSvwFDpXHMPBdfEsSdUYRu8hzauleRc9B4aMxsOozq%2BJiBnYKS98S%2Fnbsiuh9eJaOpjRz7Gx6fQEPpnab%2F1UaWSh1RhIIbaN7Te6kxIEBdA5rpsGjCeHRnWNeHckwL5DGdR3sz6c1OjDB1mGvybxS5sWeLBupxLQfMN3QprH53ecU%3D%7Ctkp%3ABk9SR8bOw_6iZQ
N/A,"$3,223.62",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/156641504972?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWSFQ6C2QJ6TQWTY8V3&hash=item24788faecc:g:0p8AAOSwgflnilx-&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cAdfdbclKmeBZVZPQoMDbUrI3E2Xrgt9cGJ7wKUG5XCTeTZEiI%2BqdrWxSzm23exJvka23L2QGOSe3EXAo1UEzbxFK%2FSVnGyJmupw4yK6vsUGSJYq6cyMlvo8pR4J7uRWvmVwQg8jNSVgR9PhTFvgbhxFZGYKeIFkcJNdEc5Ux%2FbRO9kd5DapJk0fCBK5EnfCxnBJ36kDtyJVDdrm%2FbKsh76uN6GO5ywbQTZc5uYK9Hd0YgO9hg39XEJz9d635JAyo%3D%7Ctkp%3ABk9SR8bOw_6iZQ
N/A,"$4,533.00",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/167258330750?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWS952ZT87ZBZWQ5760&hash=item26f15f967e:g:arUAAOSwZENnilwr&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cMKdNfUXHI0%2FC1ngkcmhY1omE0H0amvoDUeipAbB2kYzwpzdpkOKfj6pW3R%2FvCQocOWGjgS8gq9wDgXmbNugiICaVkmgPEhow3eybsdW4LfwM2YBBRTSxaiVoQ4%2Bn3XeJWxO0FMlUqJFdtboUQrGh2qC2LM6mHpJzWcKKonh8oIHeTj96ZMOcduu8FEmyUrKl6jUFDYXkxeoTRa5Dh55f%2Fs5BmAPmIbhvWc%2ByrHHQrhU5kL6IBd7R2I%2Fy58ztQcqE%3D%7Ctkp%3ABk9SR8bOw_6iZQ
N/A,"$3,965.76",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/156641504971?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWS1RCXYC66KB2704PS&hash=item24788faecb:g:OccAAOSwcKhnilyo&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fPHoh8DLIl7aApZTLiUDMMN2xxGGX9ySkJcGWidMtQb7J%2BtM%2FzF0ui4LE5I3ES6sll5vwWkTk2PBq2Y8xKTjBs6s0y%2Baf%2BazdwdTb3BlhpwiS5b7fi1%2FYluccGY7Jmk88NImgDpFKFa7kHEEO5mxLhcN2jKyjVcfe6amZIRDlo%2B%2Bv0y4RsGQlj2yeT5HVMVQwvxamZxILr43MKley27nBgRKFj48Vvhbo9wOWtbSeYNjzg7p3cAtBi4pyGVN5enP2%2FjklkDLpjfxNyk1J%2F%2BBYetOQaKGPuuj4PcHj48yJYRA%3D%3D%7Ctkp%3ABk9SR8bOw_6iZQ
N/A,"$3,043.41",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/167258330747?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWSNBBZAHE90CYG5DN2&hash=item26f15f967b:g:fbYAAOSwXBxnilzG&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fXlhdKrm%2BTYtzEgvEkMDmX%2BmwYKUMsZfdl73T9eK1sa%2BUfZedmWNTfUPz%2B3MyN4EY9SeXdps9klmaH3bRRKqL0rWaFLPE%2BP2vEG%2BRAEJBXcdHNAMD9BPvK6L%2BhHUrBF2qNSk%2FekrSyPf08CK2YtMjTUN8xY1pj26OsmpJoLJDx%2B%2B%2BCuQiiyAseBqK1DbHpfFn1CfzykUXOnStkieRrG8ESJZjmsDueA2kPrhyRw1RldHRESPHo%2BvwI7QU6Yw8iFxo%3D%7Ctkp%3ABk9SR8bOw_6iZQ
N/A,"$3,360.68",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/156641504979?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWSY3NZJPQP3J1TSYXD&hash=item24788faed3:g:L5sAAOSw44RnilzF&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fL0UjepacunzB1Z820vtEf0l%2FWIoPvTNK9DRN08DQjcLTj0YUKYSHP4A8f5GGVwOU0QQh2NuVHnXzZQtdlJz0o9AAPWwxiN8x3TDpeGzBXA%2F4M3lGbW7oWugEGaxdMr0lCWXBtZV9We1mcmlJ3Vj4ji8IPubtR%2B1fdMoLhPBbOCMFRo5gxMdXcxbqVrRxK003wXRMOcIVKooC7jRqng%2BK7wYMD68i0et%2BFHScarF4RxV3QsaUK85erVVS3oepo236%2FP230WTDtJ4dZIsC5HvUJrbY3d4AAbr6gVbNdaFxarw%3D%3D%7Ctkp%3ABk9SR8jOw_6iZQ
N/A,"$3,449.77",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/156641504970?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWSDTNVZJAJJRGVMG0T&hash=item24788faeca:g:n28AAOSw2sFnil7y&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1c3aG6PWlbFbmwgokjpfwN6sO1L%2BgDAowMml6Ifp7qxrAfboftTAIrlJAWmyAHpnnTOjIPMDWd4FmbMvN1zxaT1j%2B7vFngWS9eQmclVJhCdad8S%2FuN1QGrbTVdZdFbLLY7q4y5VjHz8whQHI3R%2FNGeeVf62FCZ9LM6yPomEm1rcV205hnPlEd8b0zqN6Fs%2BIMtN3xOVdBthA37A2TnKQfxDKDg%2BOKkMJi18EqN%2BH1o11vJODTAbbgyz49%2F7X5R4azkR928F8GfQDSAMXjXdGavM7s5z3avr3XXI3J3mwK5u%2BQ%3D%3D%7Ctkp%3ABFBMyM7D_qJl
N/A,"$3,445.98",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/156641504984?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWSVK3353FR8NN3X650&hash=item24788faed8:g:Va8AAOSwqI5nily7&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1e48mlz8f3lYdf0%2Bdcv5k13TZhuOoQXFxwKfDl3Zc8EkTRzpwqO19FzzRPV7wxScJUIcsaPa1DKlZT35vk5BG8RdViincWFBBTi3TwFVkB78%2FiKwtyWu9r6kRPMKvBEDv13mNINZTb%2BqD0y4ntTbp4hzSkY%2BR9eRFAviWSrvCLy7JSyHCeMftmFSa6MPu3UmTLa%2FAetTQMZV7dW7GcKw1612rYqOVjA7CsSHLyVuTTF3UGUCKwuXd7CcFQUk3sCiqmUlmh6zD9tdeathUKdibtCWPCzPnepyQl425Pnaqg0iQ%3D%3D%7Ctkp%3ABFBMyM7D_qJl
N/A,"$3,178.17",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/156641504967?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWSQPJFKA18N9BA94K6&hash=item24788faec7:g:OxIAAOSwLO9nilxM&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fbVRDd%2FncLonGrCaVGHHj9qdRjEskdV0507QNDwgu726C8nR0gAtXBrORiqCEmQXrL5R9wy8QI2xLUd9N4M3VeaRuzdfer8tqrLRUcb7O1wWKJwb%2FTdQBghO%2FAHw%2BIB8C516AJn8bNmSdFc7qROIoUYlVo8XCatUn3WJUafj%2FD%2FT6Q%2B72GXQqdnlqkDC6CPkeewZI3ksSd1O8WJoyyhsoPEhMOxrO8wheG9B3IMalm4bMfEuerNrPhYnlh46k8ZBjjkD4NnFKfVRnQH1lW6dvF7%2BteG5xDVsW6Tsa8pIpzcA%3D%3D%7Ctkp%3ABFBMyM7D_qJl
N/A,"$3,445.98",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/167258330742?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWSMYVP89J4PGAKQD08&hash=item26f15f9676:g:07gAAOSwpuBnilzF&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dt3Srz1mgmPSj4Ek6kTX1yN5sQywghfr2kywuTmcCuwFdwWNzlAOIcc9h2TF7n9iqDcE%2FCtWmZ5NRsI04arHMn3bkF9PDPHrVmGW6osruwNLR7Y7Q8%2B9b5dfFGhOYZqUF0KczoSSJ5Cs1uKZF2Chg36nSNAihkk2gOA2ucEaU2L0TFxu22styEDoBT3DfC%2FhrpDaKpYgtICiAqdXHhCiBq4CSUH8qPi5%2FWNy55bA2zE8y8%2BiARi%2BafVpBIMj%2B%2BP52CMvhbk5kJ58%2BjoRb0MR9SwbWDo3BuYdclqKXtbRZKBg%3D%3D%7Ctkp%3ABFBMyM7D_qJl
N/A,"$3,360.68",+$256.32 delivery,Excellent - Refurbished,"0_rach_0 (3,264) 99.3%",https://www.ebay.com/itm/156641504973?_skw=Dell+XPS+15+2023&itmmeta=01JMBYGWWSPDZ2TS65M9TAG2K7&hash=item24788faecd:g:hxcAAOSwQPtnilwM&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dP6c5NOb5Ok1pZGHAeleg%2FwJZchzkPg3DXXsR32YfBOfEH4n0u%2BMWvh4oL6QxgJbeBZRitRdxo2tRa9bpd4rU%2FOc8txwqnUWy0JIZUJrPXiNwScjjOimnCxcOsjJ0wo6fqnCdywRdzC3MVC%2F7ipn48FsekdclUwdhe83sb%2BTcocxGt%2FiKvbkSqfTveIi3Lix7UnxOaZVAqiqYTF98AlZCUpJwOaAamnHw7s5%2Bq8dGqi%2BTNA%2F99koIca1t1RGh5d7g%3D%7Ctkp%3ABk9SR8jOw_6iZQ
